conm,fyear,at,roe,return
WHITEBARK ENERGY LTD,2016,51.667,-0.117248577,-0.847457627
MEEKA METALS LIMITED,2015,0.65,-1.489328063,-0.846571429
VOLT POWER GROUP LTD,2005,1.567,-581,-0.846153846
MOUNT RIDLEY MINES LTD,2008,5.932,-0.116976095,-0.846153846
SPENDA LIMITED,2012,0.245,-1.792464484,-0.846153846
PROPERTY CONNECT HOLDINGS,2017,1.045,-3.859756098,-0.846153846
RIMFIRE PACIFIC MINING LTD,2019,14.034,-0.06394394,-0.846153846
NIDO PETROLEUM LTD,2015,185.161,-0.451352841,-0.846022548
PATERSON RESOURCES LTD,2016,5.03,-0.213274542,-0.845559846
GOLDEN RIM RESOURCES LTD,2013,2.6,-2.934178309,-0.845454545
RMG LTD,2002,18.944,-2.277409662,-0.844897959
NORTHWEST RESOURCES LTD,2008,27.991,-0.069988434,-0.844827586
ALARA RESOURCES LTD,2013,41.046,-0.175541564,-0.844827586
WHITE CLIFF MINERALS LTD,2013,2.044,-1.610719323,-0.844444444
CBD ENERGY LTD,2005,19.803,-2.514573286,-0.844169231
GRYPHON MINERALS LTD,2013,214.465,-0.021002611,-0.844086022
MAGNIS ENERGY TECH LTD,2012,8.885,-2.792968286,-0.843835616
ALCYONE RESOURCES LTD,2008,49.297,-0.270988252,-0.843792571
MACRO CORP LTD,2010,11.775,-0.197799302,-0.84375
ECHO IQ LIMITED,2017,0.94,-55.79883946,-0.84375
STAR PHOENIX GROUP LTD,2008,85.101,-0.187708004,-0.843636364
COLLECTION HOUSE LTD,2021,146.079,-0.566545648,-0.843317972
TEN NETWORK HOLDINGS LTD,2017,335.68,-1.910468989,-0.843137255
AMPLIA THERAPEUTICS LTD,2016,7.537,-1.331075997,-0.843037975
ZYBER HOLDINGS LTD,2015,1.333,,-0.842925884
THRIVE TRIBE TECHNOLOGIES LI,2017,2.763,-0.884716733,-0.842857143
ENERO GROUP LTD,2010,833.368,-0.331526142,-0.842751515
SERVTECH GLOBAL HLDG-OLD,2018,1.73,-2.865159129,-0.842696629
HYTERRA LTD,2010,0.376,-2.902115454,-0.842424242
VIROTEC INTERNATIONAL PLC,2006,34.991,-0.306088742,-0.842105263
BBX MINERALS LTD,2013,1.507,-0.951868058,-0.842105263
PURIFLOH LTD,2012,3.583,,-0.84195122
BOTAI TECHNOLOGY LTD,2018,89.412,0.093861603,-0.841666667
MANTLE MINERALS LIMITED,2001,14.42,-0.771312927,-0.840909091
HEXAGON ENERGY MATERIALS LTD,2015,8.344,-0.633611575,-0.840728947
SCIDEV LIMITED,2008,49.023,-0.079292929,-0.84045584
LANTHANEIN RESOURCES LIMITED,2015,0.855,-2.072992701,-0.84005168
PRODIGY GOLD NL,2008,8.489,-0.670495227,-0.84
SOUTHERN CROSS EXPLORATION,2014,6.974,-0.467911715,-0.84
PUREPROFILE LTD,2019,19.383,,-0.84
ARGOSY MINERALS LTD,2008,2.119,-1.145123839,-0.839285714
ALPHA HPA LTD,2012,6.271,-0.951842728,-0.839285714
LACHLAN STAR LTD,2013,80.178,-1.369182723,-0.839285714
NT MINERALS LTD,2011,15.493,-0.008757318,-0.838709677
CALIMA ENERGY LTD,2013,48.3,-1.399872009,-0.838709677
ORCODA LTD,2017,3.672,-2.389798249,-0.838709677
BATTERY MINERALS LTD,2019,11.279,-1.324020234,-0.838709677
INVIGOR GROUP LTD,2007,72.105,-1.419768203,-0.838596491
DECMIL GROUP LTD,2020,283.667,-0.509010615,-0.838554545
PROTO RESOURCES & INV LTD,2012,10.014,-0.488423132,-0.837837838
JABIRU METALS LTD,2008,188.333,-0.425019149,-0.837748344
RESPIRI LTD,2008,5.768,-3.217966382,-0.8375
SIMBLE SOLUTIONS L,2019,2.183,-10.10716511,-0.8375
MANDRAKE RESOURCES LTD,2008,10.145,0.043352601,-0.836734694
AVA RISK GROUP LTD,2016,28.092,-0.214928357,-0.836538462
CONSOLIDATED CAPITAL INVT,2009,6.329,,-0.836363636
SINO-EXCEL ENERGY LTD,2012,2.937,-3.25560039,-0.836363636
MELODIOL GLOBAL HEALTH LTD,2019,22.664,-0.888954501,-0.836111111
CONQUEST MINING LTD,2005,12.739,-0.72478268,-0.836065574
ECLIPSE METALS LTD,2013,5.155,-1.501155179,-0.835818159
CHANGE FINANCIAL LTD,2018,2.989,-1.427804955,-0.835714286
NOUMI LIMITED,2021,538.669,-1.241515113,-0.835548173
NYLEX LTD,2001,959.863,-0.827478424,-0.834558824
KINATICO LIMITED,2016,7.933,-3.316145665,-0.834383562
SPICERS LTD,2011,1930.1,-0.192359794,-0.834090909
PATERSON RESOURCES LTD,2017,5.822,-0.471858134,-0.833494053
ANALYTICA LTD,2015,1.08,-3.856365615,-0.833476923
TURACO GOLD LIMITED,2015,28.739,0.313895629,-0.833375
AUSTRALIAN MINES LTD,2008,20.042,-0.409752081,-0.833333333
ALLIANCE NICKEL LIMITED,2008,31.236,-0.021486291,-0.833333333
GULF MANGANESE CORP LTD,2008,10.738,-0.111492412,-0.833333333
PROPERTY CONNECT HOLDINGS,2008,4.18,-0.552114552,-0.833333333
KUPANG RESOURCES LTD,2011,6.507,-1.969465649,-0.833333333
ODESSA MINERALS LIMITED,2012,153.849,-0.102328856,-0.833333333
INTELLIGENT MONITORING GROUP,2012,5.72,-0.189335707,-0.833333333
DIGITAL X LTD,2012,4.065,-1.067624177,-0.833333333
POINTERRA LTD,2012,0.856,-0.495906433,-0.833333333
TENNANT MINERALS LIMITED,2013,2.314,-3.513353116,-0.833333333
PROTO RESOURCES & INV LTD,2013,8.667,-0.779562585,-0.833333333
PURIFLOH LTD,2013,0.059,,-0.833333333
KINGSTON RESOURCES LTD,2014,6.07,-0.078472786,-0.833333333
NUCOAL RESOURCES LTD,2014,26.402,-0.970849473,-0.833333333
PROSPERITY RESOURC,2014,0.225,-2.654022509,-0.833333333
BMG RESOURCES LTD,2015,2.827,-0.364605965,-0.833333333
SKY AND SPACE COMPANY LTD,2015,0.543,-1.332737829,-0.833333333
BLACK STAR PETROLEUM LTD,2015,8.494,-0.923843982,-0.833333333
CAPITAL MINING LTD,2016,3.771,-1.887850467,-0.833333333
LIFE CORPORATION LTD,2017,6.783,,-0.833333333
JAVELIN MINERALS LIMITED,2017,1.817,-3.032702238,-0.833333333
ALGORAE PHARMACEUTICALS LTD,2018,7.609,-0.051047567,-0.833333333
MCB RESOURES LTD,2019,0.179,,-0.833333333
VOLTAIC STRATEGIC RESOURCES,2019,11.416,-4.457880435,-0.833333333
TALIUS GROUP LIMITED,2019,6.018,-1.153574696,-0.83319
ICS GLOBAL LTD,2010,2.972,0.092495154,-0.831578947
ECOSAVE HLDGS LTD,2015,20.72,-0.273219979,-0.831578947
EXPLAURUM LTD,2008,6.81,-0.136984383,-0.830769231
TRIAUSMIN LTD,2008,25.403,-0.078441169,-0.830508475
EDEN INNOVATIONS LTD,2012,5.56,-1.194553504,-0.830508475
SILVER HERITAGE LTD,2018,69.005,-0.288472253,-0.83030303
AF LEGAL GROUP LTD,2012,85.745,-0.860684002,-0.830233074
E3SIXTY LTD,2008,6.382,-0.03536015,-0.83
CYNATA THERAPEUTICS LTD,2011,1.218,-2.694327731,-0.83
ELDERS LTD,2009,3180.3,-0.256813928,-0.829787234
BROO LTD,2019,6.211,-2.136241611,-0.82962963
CORELLA RESOURCES LIMITED,2013,13.511,-0.144246235,-0.829545455
MANALTO LTD,2017,0.879,-8.245721271,-0.829268293
SOUTHERN CROSS MEDIA GROUP,2020,1547.743,0.049108947,-0.829109312
1-PAGE LTD,2016,31.463,-0.619910223,-0.829015544
KAZIA THERAPEUTICS LTD,2010,19.29,-0.708099117,-0.828767123
MEMPHASYS LTD,2009,5.757,-7.798008535,-0.828617886
SPACETALK LTD,2008,1.691,-2.444322545,-0.828571429
AUSROC METALS LTD,2008,8.298,-0.75769995,-0.828571429
GREENHY2 LIMITED,2009,2.082,-1.894326955,-0.828571429
DGO GOLD LTD,2012,12.439,0.134578921,-0.828571429
JACKA RESOURCES LTD,2015,13.431,-1.48805668,-0.828571429
RUMBLE RESOURCES LTD,2013,4.364,-0.603830369,-0.828184366
NT MINERALS LTD,2010,13.401,-0.619806541,-0.827777778
EQUUS MINING LTD,2008,59.269,-0.07822057,-0.827586207
FAR LTD,2019,135.441,-0.141010294,-0.827586207
GRAND GULF ENERGY LTD,2006,6.915,-1.806409781,-0.827440211
CARBON MINERALS LTD,2013,13.033,-0.062799043,-0.827272727
ORION MINERALS LTD,2008,34.769,-0.066193337,-0.827083333
KGL RESOURCES LTD,2012,50.27,-1.13347863,-0.827067669
KALGOORLIE MINING CO LTD,2012,12.921,-1.607744689,-0.826906977
MOSAIC BRANDS LTD,2020,550.88,-13.20923566,-0.826638402
DOMINION MINERALS LIMITED,2008,6.224,-0.93405011,-0.826530612
AUSENCO LTD,2013,408.059,-0.133682782,-0.826514322
INOVA RESOURCES LTD,2012,280.339,-0.478405604,-0.826229508
FINDI LIMITED,2004,4.705,-1.004532344,-0.826086957
DEVELOP GLOBAL LIMITED,2013,76.21,-0.228041167,-0.826086957
CLASSIC MINERALS LTD,2015,0.803,-10.68716094,-0.826086957
WEBCENTRAL GROUP LTD,2001,19.503,-0.446380935,-0.826065574
PETREL ENERGY LTD,2018,4.629,-1.860912847,-0.826
RESOURCE MINING CORP,2008,11.409,-0.123191734,-0.825515947
AUSTRALIAN PACIFIC COAL LTD,2019,71.224,,-0.825503356
TPC CONSOLIDATED LTD,2012,54.353,-1.275775507,-0.825
DUBBER CORP LTD,2013,1.126,-0.810566038,-0.825
MILLENNIUM MINERALS LIMITED,2014,74.365,-1.669010796,-0.825
GREEN PACIFIC ENERGY LTD,2005,12.013,-2.953899555,-0.824242424
CASSINI RESOURCES LTD,2015,13.086,-0.436547798,-0.823809524
FENIX RESOURCES LTD,2011,11.367,-0.154992392,-0.823613462
METEORIC RESOURCES NL,2008,1.244,-0.21363234,-0.823529412
MARETERRAM LTD,2011,5.111,-1.072559596,-0.823529412
EUROPEAN LITHIUM LTD,2013,5.261,-0.461985176,-0.823529412
SERPENTINE TECHNOLOGIES LTD,2016,3.064,-5.586956522,-0.823529412
WESTERN YILGARN NL,2019,0.459,-1.689959839,-0.823529412
ACTINOGEN MEDICAL LTD,2019,16.222,-0.600674301,-0.823529412
RIVERSGOLD LTD,2019,5.014,-0.642666667,-0.823529412
NORTHERN ENERGY CORP LTD,2003,12.632,-1.70185442,-0.823170732
GREAT BOULDER RESO,2019,6.439,-0.195848702,-0.823157895
SWIFT NETWORKS GROUP LIMITED,2020,21.644,-4.434951854,-0.823097297
WISR LTD,2016,9.773,-2.453819201,-0.823076923
WARRIEDAR RESOURCES LIMITED,2018,28.432,-0.776308696,-0.822916667
CONSOLIDATED CAPITAL INVT,2008,14.661,-1.599184921,-0.822580645
NOBLE METALS LTD,2013,12.991,-0.282427032,-0.822580645
GASFIELDS LTD,2006,6.931,-0.136889557,-0.822222222
MELBANA ENERGY LTD,2008,165.416,-0.015664244,-0.822033898
ENVIRONMENTAL CLEAN TECH LTD,2011,9.735,-0.353747663,-0.821428571
INCENTIAPAY LTD,2019,45.853,-0.941209903,-0.821428571
POLARTECHNICS LTD,2008,6.593,-2.46415353,-0.821313636
BETMAKERS TECHNOLOGY GRP LTD,2018,15.922,-0.028937578,-0.821212121
AUSTOFIX GROUP LTD,2011,8.123,-0.15010352,-0.821052632
TRADITIONAL THERAPY CLINICS,2017,92.663,0.205361542,-0.820924763
CANNINDAH RESOURCES LTD,2008,45.224,-0.023331104,-0.820895522
REVERSE CORP LTD,2010,9.157,0.879118595,-0.820648968
OZ MINERALS LIMITED,2008,5315.9,-0.640708337,-0.820513507
ARGOSY MINERALS LTD,2002,10.629,-0.699321445,-0.820408163
QUEENSLAND PACIFIC METALS,2009,0.911,-0.868018499,-0.82
RED SKY ENERGY LTD,2016,1.224,-2.036863029,-0.82
KOLLAKORN CORPORATION LTD,2018,6.855,-0.841653418,-0.82
STAR PHOENIX GROUP LTD,2020,13.62,,-0.82
AED OIL LTD,2008,570.068,1.368397594,-0.819936231
SUMMIT RESOURCES LTD (NZL),2014,49.901,-0.009138995,-0.81981982
KEYCORP LTD,2001,519.667,-0.096471988,-0.819657349
NEXBIS LTD,2010,94.155,-0.501710353,-0.819565217
SUNBRIDGE GROUP LTD,2014,65.342,0.170196357,-0.819230769
ROC OIL CO LTD,2008,520.583,-1.119959608,-0.818965517
TZ LTD,2001,13.308,-0.503183632,-0.81875
ROCKEBY BIOMED LTD,2008,9.669,-0.68813161,-0.818181818
INDOPAC HOLDINGS LTD,2010,0.61,-2.764373233,-0.818181818
INTL GOLDFIELDS LTD,2013,10.481,-1.006129664,-0.818181818
AERIS RESOURCES LTD,2013,228.603,-5.289442543,-0.818181818
ARROW MINERALS LTD,2015,6.323,-0.431848375,-0.818181818
DISCOVERY ALASKA LIMITED,2015,1.2,-0.908091123,-0.818181818
LATIN RESOURCES LTD,2018,12.822,-1.701547418,-0.818181818
TOMIZONE LTD,2019,4.594,,-0.818181818
OVATO LTD,2020,381.427,-1.362517306,-0.818181818
TRITON MINERALS LTD,2015,40.58,-0.469784067,-0.817910448
INVION LTD,2015,16.099,-1.532612528,-0.817405838
LABYRINTH RESOURCES LIMITED,2020,12.762,-0.052687759,-0.817391304
MAGNIS ENERGY TECH LTD,2008,11.988,-0.445998054,-0.817021277
WRKR LTD,2018,17.493,-0.149112564,-0.816666667
FUTURE METALS NL,2019,5.68,-1.296434206,-0.816666667
MOSMAN OIL & GAS LTD,2016,15.578,-0.343520825,-0.816
CRATER GOLD MINING LTD,2017,10.096,-2.201758969,-0.815901538
SPECTRUM METALS LTD,2015,1.906,-1.308249326,-0.815386667
PAPYRUS AUSTRALIA LTD,2011,8.942,-0.675024651,-0.815068493
CROWDSPARK LTD,2018,0.05,-3.525516167,-0.815
TALGA GROUP LTD,2013,2.355,-1.945017182,-0.814856265
TIKFORCE LTD,2018,0.783,-22.25766871,-0.814327586
NIUMINCO GROUP LTD,2013,24.325,-0.374413335,-0.813953488
LAGUNA RESOURCES NL,2001,136.527,-0.254061261,-0.813559322
PAWNEE ENERGY LTD,2010,2.706,-1.353406097,-0.813333333
ISENTIA GROUP LTD,2018,188.892,0.013876665,-0.813275188
BULLABULLING GOLD LTD,2012,6.798,-3.742206688,-0.812909261
DROPSUITE LTD,2010,14.539,-1.019440706,-0.8125
BOTANIX PHARMACEUTICALS LTD,2012,0.018,,-0.8125
CONSTELLATION TECHNOLOGIES,2012,1.207,-0.895867769,-0.8125
BMG RESOURCES LTD,2012,17.89,-0.31281644,-0.8125
XREF LTD,2012,1.778,-1.583165885,-0.8125
ADAVALE RESOURCES LTD,2013,1.4,-1.371383894,-0.8125
CORAZON MINING LTD,2014,2.355,-1.31956397,-0.8125
ENTYR LIMITED,2014,30.348,-0.544135828,-0.8125
SUNDANCE RESOURCES LTD,2016,172.544,-0.755233151,-0.8125
URBANISE.COM LTD,2016,53.458,-0.191697444,-0.8125
HYTERRA LTD,2017,0.3,-0.189238765,-0.812388326
ANDROMEDA METALS LTD,2008,16.598,-0.075946119,-0.812337663
PO VALLEY ENERGY LTD,2010,38.84,-0.079345841,-0.812244898
GOLDSEARCH LTD,2015,0.131,-2.983713355,-0.812
RESPIRI LTD,2003,0.56,,-0.811764706
BORA BORA RESOURCES LTD,2015,6.554,-0.422109644,-0.811764706
G11 RESOURCES LIMITED,2020,9.93,-0.221015574,-0.811764706
PERSEUS MINING LTD,2013,589.608,0.092147449,-0.811643836
MCS SERVICES LTD,2015,1.383,-1.258955988,-0.810833333
KNEOMEDIA LTD,2008,3.86,-10.40166782,-0.810810811
CYPRIUM METALS LTD,2011,10.928,-0.460523516,-0.810810811
P2P TRANSPORT LTD,2019,45.604,-2.274086812,-0.810126582
ORBITAL CORP LTD,2008,42.239,0.029411765,-0.81
ATHERTON RESOURCES LTD,2013,66.979,-0.263943739,-0.81
BASE RESOURCES LTD,2015,561.771,-0.075561209,-0.81
NETLINKZ LTD,2016,0.482,,-0.81
PAINCHEK LTD,2014,0.96,-0.754645069,-0.809551718
LEGEND CORP LTD,2008,88.934,-0.241219652,-0.80952381
LIONTOWN RESOURCES LTD,2015,6.128,-0.165153734,-0.80952381
PRINT MAIL LOGISTICS,2016,4.848,-1.634408602,-0.80952381
BARDOC GOLD LTD,2013,3.544,-1.584610901,-0.808758503
NIUMINCO GROUP LTD,2009,0.49,-0.146146146,-0.808695649
YOWIE GROUP LTD,2008,1.426,-3.299779249,-0.808510638
SIBURAN RESOURCES LTD,2016,4.801,-2.775864301,-0.808510638
CORAZON MINING LTD,2012,1.704,-2.392574051,-0.808333333
IOT GROUP LTD,2017,3.154,-1.484495725,-0.807692308
CFOAM LTD,2020,9.13,-1.74642443,-0.807692308
COMMSTRAT LTD,2008,15.3,0.824320538,-0.807069088
ZELIRA THERAPEUTICS LTD,2016,0.088,-11.52564103,-0.807017544
MOBY OIL & GAS LTD,2011,16.609,-0.694992667,-0.80625
PROTEAN ENERGY LTD,2008,6.228,-0.438984304,-0.805970149
OPUS GROUP LTD,2013,118.139,-0.133650283,-0.805940594
AUSTRALASIAN RESOURCES LTD,2005,18.624,-0.935487541,-0.805555556
ARGO EXPLORATION LTD,2008,12.855,-0.017484566,-0.805555556
PRIMARY GOLD LTD,2008,5.296,-0.832964112,-0.805555556
OTHERLEVELS HOLDINGS LTD,2019,7.42,,-0.805555556
ODESSA MINERALS LIMITED,2010,179.078,-0.159936501,-0.805405405
SLATER & GORDON LTD,2017,1131.294,-19.39802311,-0.805333333
TOYS'R'US ANZ LTD,2011,156.441,-0.717747844,-0.805263158
LUMIRA ENERGY LIMITED,2013,31.15,-0.217143229,-0.805263158
MEMPHASYS LTD,2016,7.194,-1.95505618,-0.805164319
ARTEMIS RESOURCES LTD,2019,62.186,-0.16688387,-0.805128205
MINARA RESOURCES LTD,2001,1543.367,-0.206108879,-0.804353816
WELLNEX LIFE LTD,2021,10.422,-2.24896379,-0.804295849
SCORPION MINERALS LTD,2014,3.993,-1.106323836,-0.804123711
MILLENNIUM LTD,2010,52.344,,-0.803994083
INCENTIAPAY LTD,2018,91.497,-1.028243379,-0.803942851
SINO-EXCEL ENERGY LTD,2008,0,-5.67528992,-0.803921569
LIONTOWN RESOURCES LTD,2008,8.486,-0.921969324,-0.803571429
LINDIAN RESOURCES LTD,2008,3.454,-0.203399766,-0.803389831
OAKDALE RESOURCES LTD - OLD,2009,10.4,-18.21871203,-0.803357314
COBALT ONE LTD,2013,0.084,-3.448028674,-0.803353659
VOLT RESOURCES LTD,2013,0.907,-1.698017196,-0.803278689
GLADIATOR RESOURCES LTD,2012,16.063,-0.070680419,-0.803255311
INVESTIGATOR RESOURCES LTD,2014,29.478,-0.055243251,-0.803227857
NZURI COPPER LTD,2008,5.484,-0.413350785,-0.803030303
METALS AUSTRALIA LTD,2008,8.09,-0.121484141,-0.802816901
KABOKO MINING LTD,2008,3.401,-0.781173321,-0.802816901
GREENSTONE RESOURCES LTD,2008,20.345,-0.821100917,-0.802439024
CASTLEMAINE GOLDFIELDS LTD,2011,61.892,-0.376482475,-0.802040816
INDIA RESOURCES LTD,2008,19.017,-0.903043928,-0.800362069
CONDOR BLANCO MINES LTD,2015,0.782,-2.266028467,-0.8002
ECORP LTD,2001,198.762,-0.191165978,-0.8
KH FOODS LTD,2006,81.331,-2.093028184,-0.8
KH FOODS LTD,2007,44.713,,-0.8
BLACK RANGE MINERALS LTD,2008,18.314,-0.177022508,-0.8
WELLFULLY LTD,2008,1.539,-0.619605219,-0.8
FOCUS MINERALS LTD,2008,72.545,-0.113572558,-0.8
WILUNA MINING CORP LTD,2008,4.125,-0.559366755,-0.8
DREADNOUGHT RESOURCES LTD,2008,24.266,0.003639364,-0.8
PTB GROUP LTD,2008,84.056,0.082667758,-0.8
TV2U INTERNATIONAL LTD,2008,2.476,-0.731813773,-0.8
ANTILLES OIL AND GAS NL,2008,29.109,-0.131880281,-0.8
YOWIE GROUP LTD,2010,0.329,-0.519515478,-0.8
NZURI COPPER LTD,2010,16.207,-0.564339613,-0.8
GIACONDA LTD,2010,0.772,-0.630136986,-0.8
FRANKLAND RIVER OLIVE CO LTD,2010,29.46,-0.082867805,-0.8
AXXIS TECHNOLOGY GROUP LTD,2011,33.763,-0.984124629,-0.8
STRATHFIELD GROUP LTD,2011,16.538,-1.586743747,-0.8
SUCCESS RESOURCES GLOBAL LTD,2011,0.887,,-0.8
RMG LTD,2012,9.44,-0.154228222,-0.8
CARLY HOLDINGS LTD,2012,5.236,-0.508626639,-0.8
REDIVIUM LIMITED,2012,36.833,-0.021967259,-0.8
AVZ MINERALS LTD,2012,3.707,-0.920305946,-0.8
PEAKO LTD,2012,11.449,-0.749676209,-0.8
IMEXHS LTD,2012,0.753,-0.50928382,-0.8
INTEGRATED GREEN ENERGY SOLU,2013,25.809,-0.351906662,-0.8
BIOXYNE LTD,2013,0.702,-2.181465821,-0.8
EXORE RESOURCES LTD,2013,2.948,-0.823570432,-0.8
IMMUTEP LTD,2013,32.814,-0.458566115,-0.8
BELLEVUE GOLD LTD,2013,6.395,-0.84529011,-0.8
VIRIDIS MINING AND MINERALS,2013,2.272,-1.628516624,-0.8
LYNAS RARE EARTHS LIMITED,2014,852.346,-0.742387843,-0.8
AUSTRALIAN PACIFIC COAL LTD,2014,3.797,-0.761540098,-0.8
SAVANNAH GOLDFIELDS LIMITED,2014,10.826,,-0.8
SPRINTEX LTD,2014,3.033,-3.691900076,-0.8
ECO SYSTEMS LTD,2014,3.835,-0.722949389,-0.8
LATIN RESOURCES LTD,2014,29.024,-0.43839326,-0.8
Q TECHNOLOGY GROUP LTD,2015,10.789,-0.462985685,-0.8
MANDRAKE RESOURCES LTD,2015,1.323,,-0.8
GAS2GRID LTD,2015,13.239,-0.539224711,-0.8
ZINC OF IRELAND NL,2015,0.478,,-0.8
ARUMA  RESOURCES LTD,2015,1.192,-0.982730707,-0.8
WOLF PETROLEUM LTD,2015,11.055,-0.202791197,-0.8
BURGUNDY DIAMOND MINES LTD,2015,4.682,-0.189099735,-0.8
IMPELUS LTD,2017,60.365,0.038950104,-0.8
HARVEST TECHNOLOGY GROUP LTD,2017,2.051,-1.286435786,-0.8
YPB GROUP LTD,2017,10.998,-2.76657336,-0.8
FREEHILL MINING LTD,2018,13.833,-0.483174448,-0.8
LINCOLN MINERALS LTD,2018,10.022,-0.144647124,-0.8
OCTANEX LTD,2018,28.196,-0.807026104,-0.8
UNITH LTD,2018,12.911,-1.506653552,-0.8
AUKING MINING LTD,2018,0.204,,-0.8
IOT GROUP LTD,2018,0.296,-2.600658256,-0.8
MANTLE MINERALS LIMITED,2019,0.193,,-0.8
MINDAX LTD,2019,2.222,-0.655381944,-0.8
TIKFORCE LTD,2019,0.054,,-0.8
AUDALIA RESOURCES LTD,2016,8.877,-0.2112286,-0.799991143
GULF MANGANESE CORP LTD,2014,1.082,-18.49671053,-0.799795346
VIDELLI LTD,2001,711.481,0.024399111,-0.799601487
DATADOT TECHNOLOGY LTD,2009,4.667,-1.664158115,-0.799434416
MURCHISON METALS LTD,2011,257.708,-0.071074664,-0.798192771
THE ORIGINAL JUICE CO LTD,2013,4.116,-0.34279893,-0.798117647
ASPIRE MINING LTD,2012,56.404,-0.126465227,-0.797802198
FIREFLY RESOURCES LTD,2019,5.206,-0.611068735,-0.797731164
MINT PAYMENTS LTD,2012,5.42,,-0.797468354
NYLEX LTD,2008,189.293,-0.219425368,-0.797297297
ALLIANCE MINERAL ASSETS- OLD,2015,23.126,-0.658726523,-0.797058824
KULA GOLD LTD,2012,113.851,-0.235464683,-0.796875
DRILLSEARCH ENERGY LTD,2008,63.584,-0.346826796,-0.796208087
ROCKEBY BIOMED LTD,2005,16.413,-0.28334789,-0.796184739
LIONHUB GROUP LTD,2007,154.7,-0.229194995,-0.796153846
MC MINING LTD,2020,134.983,-0.10403112,-0.796116505
CLARITY OSS LTD,2008,32.361,-0.997506553,-0.796078431
PROSPERITY RESOURC,2011,10.072,-0.791663892,-0.796078431
AGUIA RESOURCES LTD,2020,35.194,-0.072812234,-0.79602
SAVANNAH GOLDFIELDS LIMITED,2008,8.258,,-0.795918367
TV2U INTERNATIONAL LTD,2012,1.75,-0.51532567,-0.795918367
NEW ZEALAND COASTAL SEAFOODS,2021,5.626,-0.97176215,-0.795918367
TALI DIGITAL LTD,2016,1.825,-1.724199288,-0.795911881
ELEVATE URANIUM LTD,2004,2.181,-0.634960237,-0.795454545
GRATIFII LIMITED,2012,4.372,-2.124355342,-0.795238095
TERRAMIN AUSTRALIA LTD,2008,145.735,-0.382635959,-0.795138889
REDSTONE RESOURCES LTD,2008,8.54,-0.183742911,-0.794871795
CB AUSTRALIA LTD,2008,5.995,-0.902922158,-0.794871795
PRESTAL HOLDINGS LIMITED,2012,136.461,-0.794835515,-0.794520548
INVENTIS LTD,2008,25.501,-0.122954173,-0.794285714
ACTINOGEN MEDICAL LTD,2013,0.276,-0.609981516,-0.794117647
MILLENNIUM LTD,2017,3.486,,-0.79375
ADSLOT LTD,2008,6.675,-1.346219329,-0.793650794
NEURIZER LTD,2011,23.254,-0.141872325,-0.7935
MEDITECH RESEARCH LTD,2002,3.741,-0.756686047,-0.793478261
GREENVALE ENERGY LTD,2001,3.198,-0.08677022,-0.793103448
SYNTONIC LTD,2008,7.293,-1.364258177,-0.793103448
FUTURE METALS NL,2012,40.772,-0.141551441,-0.793103448
ALDERAN RESOURCES,2018,8.926,-0.797668609,-0.792993631
QUANTUM GRAPHITE LTD,2015,19.526,-0.988634729,-0.792592593
AROVELLA THERAPEUTICS LTD,2018,16.642,-0.42610446,-0.792325789
AUSTRALIAN PHARM INDS LTD,2008,999.255,0.036649044,-0.791863225
TASMAN RESOURCES LTD,2008,23.091,-0.081840952,-0.791836735
Q TECHNOLOGY GROUP LTD,2008,15.849,-2.019456758,-0.791666667
VALOR RESOURCES LTD,2013,35.391,-0.068286559,-0.791666667
WEEBIT NANO LTD,2013,11.196,-0.088139424,-0.791666667
VOLT POWER GROUP LTD,2016,0.516,,-0.791666667
METMINCO LTD - OLD,2018,14.214,-0.955598927,-0.791666667
NYLEX LTD,2006,207.055,-0.606193796,-0.791304348
CLASSIC MINERALS LTD,2014,5.377,-1.195070287,-0.790909091
BENITEC BIOPHARMA LTD,2016,19.89,-1.160154512,-0.790909091
MAGONTEC LTD,2003,223.643,-4.67628491,-0.790697674
FACILITATE DIGITAL HLDGS LTD,2006,4.998,-1.535817805,-0.790697674
COPPERCO LTD,2008,263.305,0.079767492,-0.790598291
OOH MEDIA LTD,2019,2083.781,0.019953339,-0.790485418
NYOTA MINERALS LTD,2013,19.032,-1.566357522,-0.79047619
UNITED NETWORKS LTD - OLD,2018,4.267,-1.536112883,-0.79
TRIVARX LIMITED,2019,13.303,-0.583126771,-0.789557501
FINDI LIMITED,2011,20.486,-0.08241854,-0.789473684
SAMSON OIL & GAS LTD,2015,40.527,-1.04179113,-0.789473684
SPEEDCAST INTERNATIONAL LTD,2019,822.751,-12.76051883,-0.789333333
VONEX LTD,2011,49.522,0.054161481,-0.789315868
METRO MINING LTD,2013,35.318,-0.021291388,-0.788571429
ELMORE LTD,2013,15.036,-0.185411456,-0.788461538
AUSTRALIAN VANADIUM LTD,2019,27.279,-0.208554867,-0.788461538
BRANDRILL LTD,2001,159.852,0.039592549,-0.788410354
STERIHEALTH LTD,2004,22.498,-1.68182696,-0.788235294
DELAWARE THIRTEEN LTD,2014,5.229,-0.422082811,-0.788235294
GOLDEN CROSS RESOURCES LTD,2017,12.069,-0.095918818,-0.787878788
PROGEN PHARMACEUTICALS LTD,2008,82.591,-0.301877208,-0.787610619
THO SERVICES LTD,2013,59.123,-1.827000169,-0.7875
