Player,DOB,height,weight
"Simpson, Kade",1984-05-05,183,75
"Polson, Cameron",1998-03-11,177,76
"Moore, Callum",1996-09-03,193,85
"Philp, Sam",2001-08-04,185,80
"Lang, Darcy",1995-11-21,183,81
"Kreuzer, Matthew",1989-05-13,200,101
"Thomas, Dale",1987-06-21,185,86
"Deluca, Josh",1996-05-11,181,85
"Phillips, Andrew",1991-07-03,201,98
"Goddard, Hugh",1996-08-24,196,94
"Schumacher, Angus",1999-03-16,192,83
"Fasolo, Alex",1992-06-08,179,84
"Macreadie, Harrison",1998-04-11,196,89
"Lobbe, Matthew",1989-02-12,200,97
"Garlett, Jarrod",1996-05-03,181,75
"Rowe, Sam",1987-11-19,199,98
"Lamb, Jed",1992-10-19,181,83
"Byrne, Ciaran",1994-12-06,187,88
"Mullett, Aaron",1992-02-23,184,82
"Graham, Nick",1994-06-12,182,82
"Pickett, Jarrod",1996-08-18,178,77
"OShea, Cameron",1992-03-13,193,91
"Shaw, Matt",1992-02-05,187,82
"Kerr, Pat",1998-07-31,194,94
"Armfield, Dennis",1986-12-22,182,80
"Boekhorst, Blaine",1993-09-02,185,75
"Smedts, Billie",1992-06-08,190,85
"White, Simon",1988-06-17,190,92
"Buckley, Dylan",1993-03-16,179,77
"Sumner, Liam",1993-08-16,177,75
"Silvagni, Alex",1987-09-29,192,93
"Sheehan, Ciaran",1990-11-19,188,80
"Palmer, Rhys",1989-02-13,181,83
"Tuohy, Zach",1989-12-10,187,93
"Everitt, Andrejs",1989-03-13,194,90
"Walker, Andrew",1986-05-18,190,89
"Jaksch, Kristian",1994-10-07,196,90
"Tutt, Jason",1991-05-15,177,81
"Gorringe, Daniel",1992-06-02,200,96
"Jamison, Michael",1986-06-11,193,97
"Whiley, Mark",1992-12-01,188,87
"Carrazzo, Andrew",1983-12-15,187,85
"Ellard, David",1989-03-13,177,80
"Watson, Matthew",1992-07-16,195,101
"Holman, Nick",1995-05-29,189,87
"Smith, Clem",1996-02-03,178,78
"Dick, Matthew",1994-11-03,187,88
"Yarran, Chris",1990-12-19,180,82
"Walsh, Brad",1996-09-03,180,84
"Johnson, Blaine",1995-07-28,186,84
"Fields, Tom",1992-12-19,192,93
"Judd, Chris",1983-09-08,189,88
"Warnock, Robert",1987-01-19,206,104
"Waite, Jarrad",1983-02-04,194,96
"McLean, Brock",1986-03-11,184,85
"Lucas, Kane",1991-06-26,188,79
"Garlett, Jeff",1989-08-03,180,72
"Scotland, Heath",1980-07-21,182,82
"McInnes, Andrew",1992-03-20,191,87
"Duigan, Nick",1984-09-07,186,88
"Joseph, Aaron",1989-07-04,180,78
"Bootsma, Josh",1993-02-22,190,74
"Cachia, Jaryd",1991-05-08,184,86
"Hampson, Shaun",1988-03-21,201,106
"Davies, Marcus",1991-04-06,188,86
"Laidler, Jeremy",1989-08-05,190,91
"OKeeffe, Rhys",1990-08-08,188,86
"McCarthy, Pat",1992-03-11,196,84
"Mitchell, Luke",1992-02-28,198,94
"Collins, Andrew",1988-11-17,184,72
"Thornton, Bret",1983-11-15,192,94
"Dale, Frazer",1993-11-10,187,77
"Russell, Jordan",1986-11-06,188,86
"Bower, Paul",1988-01-09,192,92
"OhAilpin, Setanta",1983-03-18,199,100
"Houlihan, Ryan",1982-01-21,187,86
"Twomey, Wayde",1986-01-21,184,82
"Austin, Mark",1989-02-24,193,93
"Grigg, Shaun",1988-04-19,190,85
"Fisher, Brad",1984-04-09,192,86
"Johnson, Chris",1986-01-25,188,87
"Browne, Steven",1989-02-01,180,78
"Anderson, Joe",1988-12-24,188,86
"Wiggins, Simon",1982-09-11,187,88
"Stevens, Nick",1980-01-03,182,85
"Cloke, Cameron",1984-12-20,196,100
"Hartlett, Adam",1986-04-22,196,94
"Bentley, Greg",1987-04-09,187,88
"Bannister, Jordan",1982-10-31,190,89
"Bentick, Adam",1985-06-13,184,84
"Pfeiffer, Darren",1987-09-28,184,83
"Saddington, Jason",1979-10-23,194,93
"Edwards, Jake",1988-01-06,192,88
"Ackland, Cain",1982-03-16,196,101
"Jackson, Ryan",1987-04-04,183,84
"Whitnall, Lance",1979-08-23,192,100
"Kennedy, Josh",1987-08-25,196,102
"Lappin, Matthew",1976-02-17,184,77
"Blackwell, Luke",1986-11-09,177,77
"Koutoufides, Anthony",1973-01-18,191,98
"Young, Ross",1983-09-09,180,82
"French, Barnaby",1975-11-25,200,102
"Sporn, Trent",1982-09-23,187,85
"Teague, David",1981-05-05,186,90
"McGrath, Cory",1979-02-04,181,86
"De Luca, Adrian",1982-05-15,202,99
"Smith, Jesse",1986-02-20,183,85
"Bryan, Chris",1982-03-06,197,99
"Prendergast, Ian",1980-09-02,192,98
"Livingston, Luke",1982-11-04,192,97
"Longmuir, Troy",1979-05-25,184,81
"Chambers, Callum",1979-11-19,184,78
"Camporeale, Scott",1975-08-11,180,80
"Davies, Justin",1983-07-07,184,80
"Morrell, Digby",1979-10-10,191,97
"Johnson, Brett",1981-10-28,179,80
"Bowyer, Glen",1979-12-28,181,84
"Clarke, David",1980-05-15,183,84
"Norman, Karl",1983-05-30,190,96
"Harford, Daniel",1977-03-19,177,81
"McCormick, Jonathon",1981-03-26,181,78
"Beasy, Callan",1982-03-19,190,93
"Mott, Ricky",1981-04-21,200,105
"Hulme, Darren",1977-07-10,175,79
"Kenna, Stephen",1981-10-10,170,69
"McKay, Andrew",1970-07-14,185,90
"Manton, Glenn",1973-06-01,185,88
"Beaumont, Simon",1975-12-13,189,88
"Franchina, Anthony",1977-10-11,176,80
"Fletcher, Simon",1978-08-17,188,86
"McKernan, Corey",1973-12-19,197,105
"Angwin, Laurence",1982-10-07,200,97
"Plunkett, Jim",1978-07-26,179,79
"Campbell, Blake",1982-08-07,180,80
"OKeeffe, Sean",1982-05-10,189,87
"Murphy, Justin",1976-04-24,185,85
"Martyn, Mick",1968-08-31,190,101
"Allan, Matthew",1975-02-26,198,104
"Hickmott, Adrian",1972-03-30,182,88
"Ratten, Brett",1971-07-11,184,90
"Merrington, Andrew",1978-11-27,192,95
"Christou, Ang",1972-01-16,190,90
"Hotton, Trent",1973-12-01,193,90
"Mansfield, Michael",1971-08-08,183,85
"Doering, Jordan",1979-09-14,187,87
"Cranage, Sam",1979-04-27,185,79
"Smith, Lindsay",1980-02-29,199,90
"Bradley, Craig",1963-10-23,180,81
"Pickering, Adam",1981-04-18,187,88
"Freeborn, Scott",1978-05-20,183,90
"Silvagni, Stephen",1967-05-31,194,95
"Porter, Mark",1976-10-11,199,103
"Rice, Dean",1968-03-17,180,92
"Culpitt, Heath",1978-02-16,186,84
"Backwell, Brett",1980-05-18,175,78
"Vance, Murray",1980-04-12,189,87
"Brown, Fraser",1970-08-18,181,90
"Hamill, Aaron",1977-08-20,184,97
"White, Adam",1976-01-09,188,83
"OReilly, Stephen",1972-11-09,195,100
"Chatfield, Adam",1979-06-22,189,83
"Sexton, Michael",1971-03-05,192,92
"Hogg, Matthew",1968-12-21,175,79
"De Iulio, Ron",1972-04-15,180,82
"Lock, Damien",1978-10-01,179,77
"Whitehead, Adrian",1975-08-25,178,81
"Bourke, Tony",1976-06-13,201,91
"Thompson, Ben",1978-10-04,186,80
"Dean, Peter",1965-03-09,188,85
"Hynes, John",1979-02-23,184,87
"Anstey, Jacob",1978-01-27,176,71
"Clape, Matt",1969-05-28,187,86
"Lang, Damian",1976-03-03,191,78
"Hoppner, Trent",1979-02-19,175,71
"Charles, Sean",1975-05-18,175,76
"Kernahan, Stephen",1963-09-01,196,102
"Hanna, Mil",1966-04-05,184,91
"Smart, Sam",1975-05-02,200,101
"Spalding, Earl",1965-03-11,198,110
"OSullivan, Luke",1968-03-28,177,92
"Williams, Greg",1963-09-30,176,86
"Welsh, Rohan",1970-10-07,189,94
"McGuane, Mick",1967-12-29,186,94
"Balkwill, Andrew",1972-03-24,192,89
"Madden, Justin",1961-05-31,206,107
"Heaver, Brent",1971-06-15,173,73
"Mitchell, Barry",1965-12-07,173,70
"Gleeson, Adrian",1967-04-30,178,78
"Sexton, Ben",1972-10-29,191,90
"Devonport, Craig",1970-01-27,183,82
"Cook, James",1974-01-07,190,95
"Harrison, Ben",1975-01-17,191,96
"Sholl, Brett",1971-09-07,188,82
"Alvin, Tom",1962-04-21,183,81
"Oliver, Stephen",1971-01-14,190,86
"Green, Peter",1974-05-03,186,86
"Powell, Tim",1968-04-14,183,80
"Cavedon, Andrew",1971-11-05,196,88
"McCormack, Paul",1970-03-12,183,83
"Athorn, Mark",1967-11-07,178,76
"Kernahan, David",1965-07-11,185,90
"Dorotich, Jon",1962-04-27,193,98
"Smith, Jeremy",1973-10-31,182,89
"Parker, Brendan",1971-03-23,184,88
"Spalding, Scott",1968-09-02,184,81
"Rhys-Jones, David",1962-06-16,187,84
"Aitken, Ian",1967-05-16,192,91
"Robertson, Ben",1971-08-14,178,74
"Bassett, Adrian",1967-03-11,186,81
"Bond, Chris",1969-01-26,178,81
"Tarczon, Darren",1971-02-28,183,91
"Arceri, Mark",1964-10-25,170,70
"Meldrum, Paul",1960-09-13,182,90
"Glascott, David",1961-04-27,183,71
"Sartori, Peter",1964-10-24,195,90
"Phillips, Andrew",1970-01-27,178,72
"Verbeek, Simon",1967-03-29,188,90
"Minton-Connell, Simon",1969-04-26,194,92
"Fotia, Dominic",1969-12-09,178,73
"James, Michael",1971-12-30,180,88
"Matthews, Ashley",1969-11-26,190,79
"Dennis, Richard",1966-07-31,185,82
"Da Rui, Steven",1964-03-21,183,87
"Rieniets, Tim",1966-04-14,183,79
"Majerczak, Mark",1968-04-20,180,75
"Hawker, Glenn",1961-03-17,185,84
"White, Peter",1970-07-11,178,76
"Edgar, Stephen",1967-02-01,175,76
"Robertson, Shane",1963-12-27,179,79
"Herman, Ian",1965-10-11,182,81
"Murphy, Fraser",1963-01-02,169,76
"McKenzie, Warren",1964-07-31,190,86
"McKinnon, Andrew",1968-07-28,175,79
"Naley, Mark",1961-03-11,177,80
"Dunlop, Jamie",1966-01-05,196,96
"Johnston, Wayne",1957-12-19,180,82
"Buckley, Jim",1959-11-27,175,72
"Blackwell, Wayne",1960-08-30,179,80
"Kennedy, Michael",1964-01-10,178,76
"Strauch, Dean",1966-06-04,179,77
"Payne, Paul",1965-03-06,189,85
"Poursanidis, Phillip",1968-05-09,192,87
"Gallagher, Michael",1966-05-09,196,104
"Garvey, Michael",1965-10-16,187,84
"Butts, Gerard",1966-11-19,190,88
"Hunter, Ken",1957-04-28,183,76
"Evans, Bernie",1957-08-20,178,76
"Harmes, Wayne",1960-02-09,177,85
"Williams, Mark",1964-03-18,184,76
"Shine, Brad",1959-09-25,175,78
"Rohde, Peter",1964-11-19,185,87
"Ogier, Darren",1963-02-02,184,81
"Motley, Peter",1964-09-24,185,82
"Doull, Bruce",1950-09-11,185,85
"Maclure, Mark",1955-07-14,188,90
"English, Des",1957-10-09,178,86
"Ralph, Warren",1959-02-25,190,90
"Sheldon, Ken",1959-12-31,178,76
"Baynes, Rhett",1964-05-16,195,95
"Kenny, Peter",1959-05-13,183,82
"Ashman, Rodney",1954-12-03,175,76
"Marcou, Alex",1958-07-06,178,76
"Burke, Rohan",1961-07-24,183,75
"Kourkoumelis, Spiro",1963-07-31,183,83
"McConville, Peter",1958-08-17,185,81
"Marchesani, Frank",1960-02-02,188,83
"Muller, Ian",1965-07-23,186,81
"Nixon, Ricky",1963-04-03,186,83
"Reid, Bruce",1955-12-23,191,90
"Hartney, Brendan",1958-04-23,183,79
"Montgomery, Allan",1958-09-02,189,83
"Austin, Rod",1953-01-26,180,80
"Aitken, Michael",1960-01-12,187,83
"Perovic, Val",1953-09-25,192,88
"Howell, Scott",1958-05-10,193,86
"Jones, Warren",1953-11-02,200,102
"Maylin, Phil",1956-04-20,175,76
"Southby, Geoff",1950-10-27,188,87
"Honybun, David",1962-04-03,195,91
"Fitzpatrick, Mike",1953-01-28,191,96
"Ditchburn, Ross",1957-03-18,192,92
"Bosustow, Peter",1957-10-27,185,85
"Bortolotto, Mario",1957-06-26,189,87
"Graham, Andrew",1963-07-18,180,80
"Klomp, Robbert",1955-05-14,183,89
"Sharp, Greg",1959-07-28,192,88
"Gilmore, Daryl",1961-04-12,183,80
"Brown, Rohan",1957-10-02,192,89
"Clarke, David",1952-12-31,184,82
"Wells, Greg",1950-06-06,175,80
"Lenaghan, Denis",1956-11-18,174,71
"Easton, Stephen",1959-08-12,194,91
"Waddell, Rod",1957-05-23,179,76
"McKay, David",1949-11-05,191,91
"Armstrong, Barry",1950-09-22,181,82
"Whitnall, Graeme",1952-04-25,178,76
"Hocking, Geoff",1959-03-10,193,92
"Keogh, Trevor",1949-07-26,175,71
"Francis, Peter",1958-01-16,185,83
"Dutton, Robert",1957-10-09,192,89
"Young, Michael",1958-12-16,187,81
"Catoggio, Vin",1954-05-13,179,78
"Heath, Kevin",1950-03-24,188,92
"Buckley, Stephen",1959-04-23,183,80
"Brown, Peter",1958-10-19,184,85
"Mangels, Alan",1956-07-29,179,83
"Fitzpatrick, Peter",1959-07-17,184,87
"Jez, Michael",1954-06-07,187,80
"Jesaulenko, Alex",1945-08-02,182,86
"Jones, Peter",1946-10-20,198,105
"Towns, Greg",1954-01-10,180,83
"Galt, Rod",1951-10-09,194,92
"Pinnell, Phillip",1951-01-07,189,86
"Collins, Dennis",1953-05-17,178,78
"Pickett, Tony",1953-01-09,178,74
"Ohlsen, Russell",1955-12-01,183,80
"Byrne, Ray",1953-07-16,180,80
"Walls, Robert",1950-07-21,193,89
"Bedford, Peter",1947-04-11,180,75
"Serafini, Renato",1953-03-18,189,87
"Halsall, Peter",1958-01-06,179,74
"Tresize, John",1953-02-26,180,78
"Canfield, Jim",1958-03-13,191,80
"McKenna, Peter",1946-08-27,191,87
"McConnon, Leigh",1953-06-09,177,75
"Southcombe, Tony",1950-07-21,188,89
"Fletcher, Trevor",1953-09-30,192,89
"Halloran, Danny",1954-07-04,189,92
"Jackson, Syd",1944-07-01,173,73
"OConnell, John",1951-04-22,183,82
"Dickson, David",1952-05-12,183,72
"Pascoe, Eric",1953-10-08,192,96
"Higgins, Garry",1955-06-15,180,76
"Crane, Gary",1944-08-25,178,73
"Waite, Vin",1949-02-26,192,96
"Kennedy, Greg",1949-07-28,187,76
"Davis, Craig",1954-10-02,183,81
"Quirk, Bryan",1946-12-26,184,83
"Robertson, Graeme",1952-09-25,197,86
"Deledio, Wayne",1955-11-29,186,86
"Walsh, Brian",1951-04-24,179,81
"Crosswell, Brent",1950-08-08,188,86
"Hurst, Paul",1948-12-19,184,86
"Ruscuklic, Alex",1948-09-21,191,85
"Smith, Tony",1952-01-22,180,70
"Hall, Peter",1952-05-27,183,80
"OHalloran, Max",1952-05-20,178,85
"Nicholls, John",1939-08-13,189,105
"Styles, Lance",1951-07-06,185,85
"Robertson, Ian",1946-01-25,185,92
"Chandler, Neil",1949-05-06,185,83
"Hall, Kevin",1944-05-21,191,83
"Lukas, Andrew",1950-07-19,178,76
"Fyffe, Peter",1951-08-22,183,79
"Gallagher, Adrian",1946-05-12,179,78
"Warden, John",1951-08-25,185,74
"OBrien, Paul",1950-12-14,187,83
"Gill, Barry",1945-01-21,184,84
"Warburton, Peter",1951-09-03,174,72
"Silvagni, Sergio",1938-06-28,183,92
"Collins, Ian",1942-10-24,175,74
"Mulcair, Barry",1948-10-01,185,86
"Barrot, Bill",1944-05-06,180,82
"Mitchell, Chris",1947-01-01,193,87
"McLean, Ricky",1947-11-08,185,92
"Lawson-Smith, Gary",1947-06-30,191,88
"Gutterson, Daryl",1953-05-08,183,71
"Amos, Mark",1951-08-05,189,92
"Hopkins, Ted",1949-05-27,177,68
"Goold, John",1941-06-27,187,80
"Thornley, Bert",1942-09-03,178,80
"Lofts, Wes",1942-11-15,188,89
"Munari, Dennis",1948-04-18,178,76
"Nicoll, Ian",1946-10-02,179,73
"Baird, Doug",1950-11-16,188,88
"Smith, Peter",1947-09-22,183,87
"Kerr, Peter",1948-02-26,177,76
"Stone, Ron",1945-07-30,187,85
"Auchettl, Ron",1946-08-04,184,84
"Mewett, Noel",1949-04-02,182,76
"Barassi, Ron",1936-02-27,179,87
"McLean, Peter",1941-05-06,187,86
"Kekovich, Brian",1946-01-07,187,86
"Bennett, Bill",1948-04-12,185,80
"Casey, Gordon",1950-03-25,180,85
"Stewart, Cliff",1942-04-04,178,72
"Board, Terry",1945-11-05,173,73
"Anderson, Graeme",1939-04-06,185,78
"Edmond, Bob",1948-12-29,188,83
"Bishop, Noel",1948-02-12,178,80
"Collis, Gordon",1940-11-06,187,83
"Lloyd, John",1945-04-30,180,83
"Pleydell, Jim",1944-04-01,179,75
"Gill, John",1941-10-26,182,79
"Morrison, John",1947-09-22,175,72
"Jungwirth, Ken",1946-08-03,183,79
"Leatham, John",1946-08-23,183,76
"Greenwood, Ken",1941-12-15,188,96
"Comben, John",1944-06-13,175,70
"Gilbert, Peter",1948-12-31,177,79
"Constance, Paul",1947-05-11,168,64
"Vandenberg, Dick",1947-10-09,183,80
"Kemp, John",1944-06-06,180,76
"Lane, Bob",1946-12-12,188,86
"Fowler, Maurie",1944-08-10,180,72
"Lockhart, Gil",1945-04-07,180,83
"Nankervis, Ian",1944-03-13,170,67
"Thomas, Max",1945-05-11,188,79
"Buckley, Brian",1935-08-03,185,83
"Cox, Berkeley",1935-05-03,175,76
"Trotman, Jeff",1943-12-07,183,80
"Sankey, Maurice",1940-02-09,193,87
"Schmidt, Barry",1944-02-15,180,75
"Benetti, John",1937-06-17,177,93
"Reilly, John",1942-01-11,191,87
"Hardie, Greg",1945-05-23,170,76
"Harrison, Stan",1944-03-28,184,77
"Kick, Murray",1940-12-05,180,73
"Hoggett, Roger",1942-05-10,178,83
"OSullivan, Dennis",1946-01-05,179,77
"Miller, Jim",1944-05-03,183,85
"Crowe, Bob",1936-05-27,185,72
"Rogers, Dave",1942-03-27,182,76
"Thiessen, Tony",1942-05-25,183,82
"Best, Trevor",1942-04-02,175,75
"Varlamos, Vasil",1942-06-17,178,80
"Henderson, Brian",1943-06-18,185,81
"Bentley, Bruce",1944-09-09,183,80
"Ringholt, Doug",1942-09-08,179,74
"Williams, Bruce",1939-04-26,175,70
"McMaster-Smith, Bruce",1939-11-19,169,61
"James, John",1934-01-18,175,81
"Carroll, Tom",1939-10-14,184,82
"Ogilvie, Henry",1941-11-02,184,80
"Barry, Peter",1937-10-19,189,80
"Cross, Martin",1939-10-19,175,73
"Falconer, Peter",1937-11-28,169,61
"Donaldson, Graham",1935-06-20,192,93
"Brereton, Leo",1936-11-01,174,70
"Heathcote, John",1934-01-23,170,72
"Williams, John",1940-04-13,185,85
"Arch, Bill",1937-03-26,178,72
"Carroll, Jim",1939-08-10,175,76
"Ferry, George",1931-08-08,179,81
"Gilchrist, Graham",1932-08-14,180,73
"Bryant, Barry",1940-05-04,178,72
"Holcombe, Brian",1941-07-28,185,76
"Comben, Bruce",1930-10-23,173,79
"Pavlou, Chris",1939-08-18,170,64
"Miers, Max",1940-10-06,185,89
"Nicholls, Don",1936-11-23,178,80
"McCulloch, Dave",1937-10-12,188,92
"Chick, John",1932-08-25,175,72
"Zeunert, Denis",1931-07-12,180,81
"Burke, Gerald",1930-12-02,187,82
"Sullivan, Jack",1933-08-11,175,72
"OKeefe, John",1936-11-17,180,73
"Smith, Barrie",1939-08-28,170,68
"Strauch, Denis",1937-03-24,185,79
"Hall, Don",1937-06-07,183,85
"Lyons, Des",1938-06-09,183,96
"Kerr, Laurie",1928-06-25,178,80
"Clarke, Kevin",1931-06-25,191,85
"Beasy, Doug",1930-04-16,178,76
"Webster, Peter",1932-08-06,183,83
"White, Alan",1933-11-21,180,73
"Cottrell, Len",1936-01-27,185,83
"Rainsford, Don",1937-09-17,189,91
"Garra, Vic",1935-09-27,183,83
"Armstrong, Bill",1936-06-28,177,77
"McColl, Graham",1934-06-18,189,83
"Pope, Maurie",1936-09-04,199,99
"Stephenson, John",1937-05-14,184,86
"Ousley, Ross",1937-03-03,183,81
"Ryan, Kevin",1937-04-09,184,86
"ODwyer, Ron",1938-02-05,170,70
"Hands, Ken",1926-10-26,185,85
"Mills, Jack",1930-03-30,170,70
"OBrien, Kevin",1932-04-10,188,99
"Holt, Colin",1934-04-27,175,80
"Ellis, Jack",1933-12-20,183,75
"Berner, Leon",1935-09-08,179,74
"English, Vin",1929-04-03,185,89
"Milroy, Bill",1929-10-24,189,90
"Hamilton, Kevan",1934-02-01,168,67
"Bosustow, Bob",1934-06-08,178,87
"Munro, Frank",1934-04-27,178,76
"Ellis, Max",1933-08-13,168,67
"Bergin, Kevin",1936-09-15,175,73
"Robinson, Keith",1930-08-04,183,81
"Robertson, Ron",1933-06-24,175,72
"Brown, John",1923-10-14,183,83
"OBrien, Noel",1933-01-09,182,81
"Beitzel, Barry",1934-12-20,182,72
"Aitken, Peter",1934-11-11,175,63
"Archbold, Barry",1933-12-11,179,84
"Molony, Brian",1932-11-22,185,83
"Paice, John",1931-12-04,180,77
"Kerr, Graham",1934-04-06,178,73
"Moran, Bernie",1930-10-13,185,84
"Warburton, Keith",1929-06-07,178,79
"Browning, Dave",1932-05-26,173,76
"Caspar, Harry",1926-11-04,185,89
"Cheffers, John",1936-05-13,180,72
"Boyle, Alex",1929-12-14,183,83
"Howell, Jack",1924-08-31,193,92
"Spencer, John",1927-08-07,168,73
"Stafford, George",1932-10-21,178,76
"Sullivan, Harry",1932-04-08,184,83
"Walsh, Tony",1928-11-30,183,86
"Dunn, Harvey",1931-09-06,170,71
"Wenn, Max",1926-09-13,180,84
"Rhodes, Ron",1932-11-17,183,86
"Thomas, Max",1930-09-25,174,73
"McKaige, Ken",1929-08-17,187,81
"Hunt, Kevin",1933-12-03,174,73
"Ilsley, George",1928-03-14,174,81
"Guy, Doug",1929-11-21,180,81
"Gill, Dick",1932-01-11,185,80
"Bevilacqua, Peter",1933-06-29,168,75
"Martini, Ray",1930-07-14,180,86
"Calder, Don",1927-11-29,185,91
"Dern, Harry",1929-05-10,183,84
"Evans, Noel",1930-11-14,173,66
"Hosking, Jack",1931-12-31,175,73
"Grieve, Ollie",1920-10-30,183,83
"Conley, Jack",1920-10-18,173,79
"Davies, Fred",1921-08-14,187,88
"Stafford, Fred",1926-08-03,173,74
"Green, Richie",1925-09-17,173,73
"Henfry, Ern",1921-07-24,183,83
"Hodgson, Arthur",1926-01-08,176,77
"Jones, Tom",1930-07-10,191,89
"Clark, Jim",1925-03-24,178,76
"Baird, Jim",1920-11-09,179,75
"Thynne, Alan",1928-10-16,178,72
"Blake, Johnny",1930-11-17,180,73
"Baxter, Bernie",1929-06-15,180,80
"Williams, Doug",1923-02-03,175,71
"Aitken, Ken",1928-06-25,183,83
"Deacon, Bert",1922-11-08,180,83
"Huntington, Bill",1929-08-11,184,78
"Inglis, Adam",1929-07-14,170,62
"Baxter, Ken",1917-08-20,183,81
"Garby, Ray",1923-01-16,179,84
"Davies, Jim",1926-12-06,173,72
"Bateman, Frank",1924-06-06,183,86
"Streeter, Alan",1928-09-30,170,70
"Hart, Kevin",1927-04-21,171,70
"Brokenshire, Geoff",1922-07-15,183,86
"Howell, Max",1927-12-26,175,75
"Mooring, Jim",1917-10-14,170,74
"Turner, Herb",1921-07-06,170,73
"Sorrell, Alan",1923-05-23,188,83
"Cahill, Frank",1922-05-07,188,83
"Simmons, Tom",1929-04-13,183,83
"Greenshields, Allan",1926-01-22,178,74
"Hardy, Jack",1927-04-10,166,67
"Kelsey, Bob",1925-09-27,180,79
"Hunter, Basil",1925-11-29,175,77
"Leehane, Tom",1928-02-14,180,83
"Brown, Vin",1922-02-05,178,73
"Fitzgibbon, Fred",1917-10-22,169,64
"Carr, Les",1929-05-22,173,70
"Way, Alec",1925-08-13,180,78
"Bailey, George",1919-07-05,180,81
"Hines, Ron",1923-07-11,165,66
"Redmond, Bill",1927-05-29,182,80
"Bennett, Jack",1920-06-21,184,96
"Boys, Ron",1924-09-10,188,83
"Alexander, Wal",1923-10-22,178,76
"Sanger, Arthur",1918-03-26,177,81
"Cooper, Jack",1922-12-29,188,80
"Eldridge, Tom",1923-09-22,182,72
"Chitty, Bob",1916-07-04,174,86
"Wines, Clinton",1922-05-02,179,80
"McInnes, Charlie",1916-08-21,174,88
"Dillon, Tom",1920-07-06,175,68
"McLean, Rod",1915-10-22,182,88
"Hopper, Ken",1924-06-08,183,76
"Clapton, Jim",1927-02-27,169,76
"Hanton, Alex",1922-05-25,183,73
"Cameron, Gordon",1922-02-25,178,82
"McLean, Ken",1922-12-21,177,79
"Jones, Jim",1918-04-16,178,80
"Harris, Len",1924-08-25,177,70
"Price, Mick",1914-04-30,174,70
"Savage, Ron",1917-04-22,187,89
"Collins, Lance",1916-06-19,183,83
"McGrath, Frank",1917-08-22,185,87
"Beauvais, Don",1920-10-20,187,86
"Bignell, Bernie",1917-05-12,174,79
"Green, Bob",1911-01-05,179,75
"Hall, Arthur",1918-04-20,180,81
"Mann, Cyril",1918-08-31,175,83
"Hearn, Adrian",1920-03-16,185,78
"Gregory, Les",1915-06-13,180,80
"Hanton, Hal",1922-05-25,183,81
"Rose, Fred",1919-12-26,175,NA
"Anderson, Frank",1913-10-23,183,84
"Wrout, Jack",1911-10-08,179,92
"Schmidt, Paul",1917-04-23,178,79
"Atkinson, Bob",1913-10-29,173,80
"Wilson, Max",1914-07-09,170,72
"Tudor, Graham",1920-10-30,188,85
"Lucas, Bert",1922-04-03,185,91
"McCann, Les",1920-08-29,173,73
"Butler, Bert",1915-04-11,173,73
"Spence, Ernie",1918-09-21,166,73
"Marden, Les",1919-09-23,170,64
"Tuohill, Ted",1916-01-19,184,83
"McDonald, Harold",1922-06-27,183,85
"Gniel, George",1919-04-06,183,83
"Rae, Keith",1917-07-30,180,70
"Francis, Jim",1910-12-12,184,82
"Rayson, Alan",1924-10-26,175,67
"Tucker, Neil",1915-05-09,178,84
"Knight, Jim",1918-01-03,173,73
"Sleith, Arthur",1917-12-22,183,79
"Cooper, Ron",1911-06-08,179,80
"McIntyre, Don",1915-03-05,179,77
"Morgan, Reg",1919-10-09,182,76
"Gill, Frank",1908-12-10,183,83
"Brown, Bill",1914-03-08,178,83
"Standfield, Bob",1915-09-30,183,83
"Atkinson, Wilf",1920-04-09,179,75
"Crisp, Mickey",1908-05-12,173,81
"Skinner, Jack",1917-06-05,173,74
"Regnier, Lance",1919-07-17,193,86
"Carney, Jack",1909-01-22,160,62
"Dowsley, Harcourt",1919-07-15,188,86
"Hale, Jack",1913-01-02,175,79
"McTaggart, Bert",1916-04-20,185,79
"Park, Jim",1910-02-14,183,82
"Bavin, Jack",1917-08-15,183,83
"Chandler, Dick",1910-04-04,177,76
"Diggins, Brighton",1906-12-26,183,92
"Hollingshead, Harry",1915-09-22,188,91
"Fox, Kevin",1917-10-06,185,85
"McElroy, Jack",1913-03-24,183,82
"Vallence, Harry",1905-06-04,183,81
"Huxtable, Eric",1908-10-27,182,80
"Watkins, Les",1914-05-23,173,71
"Ayers, Fred",1912-05-08,183,84
"Crisp, Gordon",1910-04-30,177,75
"Shields, Arch",1914-05-28,183,76
"Collard, George",1916-02-29,187,84
"Gilby, Fred",1907-11-06,175,80
"Clarke, Ansell",1907-08-12,173,76
